Food Name,Field Changed,Old Value,New Value,Reference Page (IFCT),Reason,Confidence
Tandoori (No Butter) Ragi Dosa,region,South India,Pan Indian,N/A,Invalid region fallback,100%
Diet Classic Club Sandwich,region,All India,Pan Indian,N/A,Invalid region fallback,100%
Diet Baked Vegetables With Spinach,region,All India,Pan Indian,N/A,Invalid region fallback,100%
Spicy Dhokla,region,West India (Gujarati),Pan Indian,N/A,Invalid region fallback,100%
Tandoori (No Butter) Vegetable Biryani/Biriyani,region,All India,Pan Indian,N/A,Invalid region fallback,100%
Diet Masala Arbi,region,All India,Pan Indian,N/A,Invalid region fallback,100%
Diet Roasted Pumpkin Seeds,region,All India,Pan Indian,N/A,Invalid region fallback,100%
Spicy Quinoa Khichdi/Khichdi,region,All India,Pan Indian,N/A,Invalid region fallback,100%
Mixed Veg Lemon Chicken,region,All India,Pan Indian,N/A,Invalid region fallback,100%
Diet Paneer Soup,region,All India,Pan Indian,N/A,Invalid region fallback,100%
Mixed Veg Raw Mango Drink (Aam Panna),region,All India,Pan Indian,N/A,Invalid region fallback,100%
Spicy Danish Luncheon Sandwich,region,All India,Pan Indian,N/A,Invalid region fallback,100%
Diet Sour Cream Potato Salad,region,All India,Pan Indian,N/A,Invalid region fallback,100%
Tandoori (No Butter) Mint And Coriander Chutney (Pudinay Aur Dhaniye Ki Chutney),region,All India,Pan Indian,N/A,Invalid region fallback,100%
Tandoori (No Butter) Vegetable Khichdi/Khichdi,region,All India,Pan Indian,N/A,Invalid region fallback,100%
Diet Garlic Chickpea Soup (Garlic Aur Chane Ka Shoraba),region,All India,Pan Indian,N/A,Invalid region fallback,100%
Diet Chicken Salad,region,All India,Pan Indian,N/A,Invalid region fallback,100%
Diet Cheese Open Sandwich,region,All India,Pan Indian,N/A,Invalid region fallback,100%
Tandoori (No Butter) Makki Ki Roti,region,All India,Pan Indian,N/A,Invalid region fallback,100%
Diet Brinjal Bhartha (Baingan Ka Bhartha),region,All India,Pan Indian,N/A,Invalid region fallback,100%
Spicy Macaroni Salad,region,All India,Pan Indian,N/A,Invalid region fallback,100%
Mixed Veg Spring Basket Salad,region,All India,Pan Indian,N/A,Invalid region fallback,100%
Mixed Veg Dil Bahar,region,All India,Pan Indian,N/A,Invalid region fallback,100%
Spicy Potato Parantha/Paratha (Aloo Ka Parantha/Paratha),region,North India,Pan Indian,N/A,Invalid region fallback,100%
Mixed Veg Fricassee Of Mushroom,region,All India,Pan Indian,N/A,Invalid region fallback,100%
Spicy Coco Pine Cooler,region,All India,Pan Indian,N/A,Invalid region fallback,100%
Diet Masoor Dal (Light),region,All India,Pan Indian,N/A,Invalid region fallback,100%
Diet Jowar Roti,region,All India,Pan Indian,N/A,Invalid region fallback,100%
Spicy Moong Dal Chilla,region,All India,Pan Indian,N/A,Invalid region fallback,100%
Tandoori (No Butter) Tomato And Cucumber Sandwich (Tamatar Aur Kheere Ka Sandwich),region,All India,Pan Indian,N/A,Invalid region fallback,100%
Mixed Veg Kadhai Paneer,region,All India,Pan Indian,N/A,Invalid region fallback,100%
Spicy Cauliflower Potato Canjee,region,All India,Pan Indian,N/A,Invalid region fallback,100%
Tandoori (No Butter) Rice Flakes And Roasted Channa,region,All India,Pan Indian,N/A,Invalid region fallback,100%
Spicy Chicken Tikka (Air Fried),region,All India,Pan Indian,N/A,Invalid region fallback,100%
Tandoori (No Butter) Chicken And Cheese Souffle,region,All India,Pan Indian,N/A,Invalid region fallback,100%
Tandoori (No Butter) Hot Potato Souffle,region,All India,Pan Indian,N/A,Invalid region fallback,100%
Tandoori (No Butter) Home Made Plain Noodles,region,All India,Pan Indian,N/A,Invalid region fallback,100%
Diet Kashmiri 'Tahar',region,All India,Pan Indian,N/A,Invalid region fallback,100%
Spicy Egg Drop Soup,region,All India,Pan Indian,N/A,Invalid region fallback,100%
Tandoori (No Butter) Gram Flour Chilla/Chilla (Besan Chilla/Chilla),region,All India,Pan Indian,N/A,Invalid region fallback,100%
Spicy Rice Flakes (Chiwda/Aval),region,All India,Pan Indian,N/A,Invalid region fallback,100%
Mixed Veg Chilli Paneer,region,All India,Pan Indian,N/A,Invalid region fallback,100%
Mixed Veg Creamed Spinach,region,All India,Pan Indian,N/A,Invalid region fallback,100%
Spicy Vegetable Stock,region,All India,Pan Indian,N/A,Invalid region fallback,100%
Tandoori (No Butter) Potato Fenugreek (Aloo Methi),region,All India,Pan Indian,N/A,Invalid region fallback,100%
Spicy Baked Potato With Skin,region,All India,Pan Indian,N/A,Invalid region fallback,100%
Tandoori (No Butter) Paneer Kaathi Roll,region,All India,Pan Indian,N/A,Invalid region fallback,100%
Diet Orange Gateau,region,All India,Pan Indian,N/A,Invalid region fallback,100%
Tandoori (No Butter) Cabbage Manchurian (Cabbage Manchurian),region,All India,Pan Indian,N/A,Invalid region fallback,100%
Mixed Veg Mexican Rice,region,All India,Pan Indian,N/A,Invalid region fallback,100%
Diet Sprouted Moong Salad,region,All India,Pan Indian,N/A,Invalid region fallback,100%
Bitter Gourd Fry (Air Fried),region,All India,Pan Indian,N/A,Invalid region fallback,100%
Soya Chunks Pulao,region,All India,Pan Indian,N/A,Invalid region fallback,100%
Kanji,region,All India,Pan Indian,N/A,Invalid region fallback,100%
Farm Fresh Carrot Kosambari,region,South India,Pan Indian,N/A,Invalid region fallback,100%
Buttermilk / Chaas,region,All India,Pan Indian,N/A,Invalid region fallback,100%
Beetroot Poriyal,region,South India,Pan Indian,N/A,Invalid region fallback,100%
Diet Neer Dosa,region,South India,Pan Indian,N/A,Invalid region fallback,100%
Authentic Moringa Soup,region,All India,Pan Indian,N/A,Invalid region fallback,100%
Paneer Tikka (Air Fried),region,South India,Pan Indian,N/A,Invalid region fallback,100%
Makhana Sabzi,region,North India,Pan Indian,N/A,Invalid region fallback,100%
Protein Shake (Whey),region,All India,Pan Indian,N/A,Invalid region fallback,100%
Rajma Galouti Kebab (Baked),region,North India,Pan Indian,N/A,Invalid region fallback,100%
Farm Fresh Roasted Chana,region,All India,Pan Indian,N/A,Invalid region fallback,100%
Grilled Basa,region,All India,Pan Indian,N/A,Invalid region fallback,100%
Diet Grilled Basa,region,All India,Pan Indian,N/A,Invalid region fallback,100%
Gongura Pappu,region,South India,Pan Indian,N/A,Invalid region fallback,100%
Spicy Carrot Kosambari,region,South India,Pan Indian,N/A,Invalid region fallback,100%
Kadalai Mittai,region,All India,Pan Indian,N/A,Invalid region fallback,100%
Coconut Water,region,All India,Pan Indian,N/A,Invalid region fallback,100%
Diet Sorse Ilish (Light),region,East India,Pan Indian,N/A,Invalid region fallback,100%
Authentic Peanut Sundal,region,All India,Pan Indian,N/A,Invalid region fallback,100%
Authentic Bisi Bele Bath (Brown Rice),region,All India,Pan Indian,N/A,Invalid region fallback,100%
Farm Fresh Tori Sabzi,region,All India,Pan Indian,N/A,Invalid region fallback,100%
Sorse Ilish (Light),region,East India,Pan Indian,N/A,Invalid region fallback,100%
Carrot Kosambari,region,South India,Pan Indian,N/A,Invalid region fallback,100%
Chicken Chettinad (Low Oil),region,South India,Pan Indian,N/A,Invalid region fallback,100%
Light Tori Sabzi,region,All India,Pan Indian,N/A,Invalid region fallback,100%
Kashmiri Saag,region,North India,Pan Indian,N/A,Invalid region fallback,100%
Authentic Ragi Dosa,region,South India,Pan Indian,N/A,Invalid region fallback,100%
Doi Maach,region,East India,Pan Indian,N/A,Invalid region fallback,100%
Spicy Kambu Koozh,region,South India,Pan Indian,N/A,Invalid region fallback,100%
Roasted Chana,region,All India,Pan Indian,N/A,Invalid region fallback,100%
Spicy Boiled Egg Salad,region,All India,Pan Indian,N/A,Invalid region fallback,100%
Light Carrot Kosambari,region,South India,Pan Indian,N/A,Invalid region fallback,100%
Light Oats Chilla,region,All India,Pan Indian,N/A,Invalid region fallback,100%
Eromba,region,Northeast India,Pan Indian,N/A,Invalid region fallback,100%
Farm Fresh Oats Paniyaram,region,South India,Pan Indian,N/A,Invalid region fallback,100%
Machher Jhol (Less Oil),region,East India,Pan Indian,N/A,Invalid region fallback,100%
Kambu Koozh,region,South India,Pan Indian,N/A,Invalid region fallback,100%
Green Tea,region,All India,Pan Indian,N/A,Invalid region fallback,100%
Farm Fresh Paneer Tikka (Air Fried),region,South India,Pan Indian,N/A,Invalid region fallback,100%
Spicy Paneer Tikka (Air Fried),region,South India,Pan Indian,N/A,Invalid region fallback,100%
Diet Soya Chunks Pulao,region,All India,Pan Indian,N/A,Invalid region fallback,100%
Thukpa (Chicken),region,Northeast India,Pan Indian,N/A,Invalid region fallback,100%
Authentic Carrot Kosambari,region,South India,Pan Indian,N/A,Invalid region fallback,100%
Authentic Brown Rice Pongal,region,South India,Pan Indian,N/A,Invalid region fallback,100%
Tandoori Prawns,region,North India,Pan Indian,N/A,Invalid region fallback,100%
Spicy Ragi Dosa,region,South India,Pan Indian,N/A,Invalid region fallback,100%
Sweet Potato Chaat,region,All India,Pan Indian,N/A,Invalid region fallback,100%
Jaljeera,region,All India,Pan Indian,N/A,Invalid region fallback,100%
Diet Machher Jhol (Less Oil),region,East India,Pan Indian,N/A,Invalid region fallback,100%
Diet Lauki Dal,region,All India,Pan Indian,N/A,Invalid region fallback,100%
Farm Fresh Dalma,region,East India,Pan Indian,N/A,Invalid region fallback,100%
Authentic Kerala Red Rice,region,All India,Pan Indian,N/A,Invalid region fallback,100%
Oats Paniyaram,region,South India,Pan Indian,N/A,Invalid region fallback,100%
Masala Chai (Low Sugar),region,All India,Pan Indian,N/A,Invalid region fallback,100%
Millet Bhel,region,All India,Pan Indian,N/A,Invalid region fallback,100%
Bamboo Shoot Curry,region,Northeast India,Pan Indian,N/A,Invalid region fallback,100%
Farm Fresh Brown Rice Pongal,region,South India,Pan Indian,N/A,Invalid region fallback,100%
Sol Kadhi,region,West India (Maharashtrian),Pan Indian,N/A,Invalid region fallback,100%
Boiled Egg Salad,region,All India,Pan Indian,N/A,Invalid region fallback,100%
Lauki Dal,region,All India,Pan Indian,N/A,Invalid region fallback,100%
Diet Beetroot Poriyal,region,South India,Pan Indian,N/A,Invalid region fallback,100%
Diet Thukpa (Chicken),region,Northeast India,Pan Indian,N/A,Invalid region fallback,100%
Adai,region,South India,Pan Indian,N/A,Invalid region fallback,100%
Espresso,region,All India,Pan Indian,N/A,Invalid region fallback,100%
Spicy Gongura Pappu,region,South India,Pan Indian,N/A,Invalid region fallback,100%
Bajra Khichdi,region,All India,Pan Indian,N/A,Invalid region fallback,100%
Farm Fresh Boiled Egg Salad,region,All India,Pan Indian,N/A,Invalid region fallback,100%
Authentic Millet Bhel,region,All India,Pan Indian,N/A,Invalid region fallback,100%
Quinoa Khichdi,region,All India,Pan Indian,N/A,Invalid region fallback,100%
Farm Fresh Ragi Mudde,region,All India,Pan Indian,N/A,Invalid region fallback,100%
Light Doi Maach,region,East India,Pan Indian,N/A,Invalid region fallback,100%
Spicy Oats Chilla,region,All India,Pan Indian,N/A,Invalid region fallback,100%
Peanut Sundal,region,All India,Pan Indian,N/A,Invalid region fallback,100%
Chicken Stew (Kerala Style),region,All India,Pan Indian,N/A,Invalid region fallback,100%
Spicy Quinoa Khichdi,region,All India,Pan Indian,N/A,Invalid region fallback,100%
Light Makhana Sabzi,region,North India,Pan Indian,N/A,Invalid region fallback,100%
Spicy Oats Paniyaram,region,South India,Pan Indian,N/A,Invalid region fallback,100%
Spicy Pesarattu,region,South India,Pan Indian,N/A,Invalid region fallback,100%
Light Quinoa Khichdi,region,All India,Pan Indian,N/A,Invalid region fallback,100%
Farm Fresh Kadalai Mittai,region,All India,Pan Indian,N/A,Invalid region fallback,100%
Neer Dosa,region,South India,Pan Indian,N/A,Invalid region fallback,100%
Spicy Ragi Mudde,region,All India,Pan Indian,N/A,Invalid region fallback,100%
Spicy Beetroot Poriyal,region,South India,Pan Indian,N/A,Invalid region fallback,100%
Lemon Water (No Sugar),region,All India,Pan Indian,N/A,Invalid region fallback,100%
Authentic Ragi Mudde,region,All India,Pan Indian,N/A,Invalid region fallback,100%
Ridge Gourd Chutney,region,All India,Pan Indian,N/A,Invalid region fallback,100%
Light Tandoori Fish,region,North India,Pan Indian,N/A,Invalid region fallback,100%
Authentic Chicken Stew (Kerala Style),region,All India,Pan Indian,N/A,Invalid region fallback,100%
Diet Carrot Kosambari,region,South India,Pan Indian,N/A,Invalid region fallback,100%
Diet Eromba,region,Northeast India,Pan Indian,N/A,Invalid region fallback,100%
Farm Fresh Kashmiri Saag,region,North India,Pan Indian,N/A,Invalid region fallback,100%
Diet Kerala Red Rice,region,All India,Pan Indian,N/A,Invalid region fallback,100%
Filter Coffee (No Sugar),region,All India,Pan Indian,N/A,Invalid region fallback,100%
Pesarattu,region,South India,Pan Indian,N/A,Invalid region fallback,100%
Tori Sabzi,region,All India,Pan Indian,N/A,Invalid region fallback,100%
Bisi Bele Bath (Brown Rice),region,All India,Pan Indian,N/A,Invalid region fallback,100%
Spicy Soya Chunks Pulao,region,All India,Pan Indian,N/A,Invalid region fallback,100%
Meen Moilee (Healthy),region,South India,Pan Indian,N/A,Invalid region fallback,100%
Oats Chilla,region,All India,Pan Indian,N/A,Invalid region fallback,100%
Diet Chicken Chettinad (Low Oil),region,South India,Pan Indian,N/A,Invalid region fallback,100%
Aam Panna (Unsweetened),region,All India,Pan Indian,N/A,Invalid region fallback,100%
Moringa Soup,region,All India,Pan Indian,N/A,Invalid region fallback,100%
Light Chicken Chettinad (Low Oil),region,South India,Pan Indian,N/A,Invalid region fallback,100%
Farm Fresh Bamboo Shoot Curry,region,Northeast India,Pan Indian,N/A,Invalid region fallback,100%
Light Rajma Galouti Kebab (Baked),region,North India,Pan Indian,N/A,Invalid region fallback,100%
Diet Meen Moilee (Healthy),region,South India,Pan Indian,N/A,Invalid region fallback,100%
Authentic Doi Maach,region,East India,Pan Indian,N/A,Invalid region fallback,100%
Spicy Bajra Khichdi,region,All India,Pan Indian,N/A,Invalid region fallback,100%
Diet Doi Maach,region,East India,Pan Indian,N/A,Invalid region fallback,100%
Ragi Mudde,region,All India,Pan Indian,N/A,Invalid region fallback,100%
Authentic Dalma,region,East India,Pan Indian,N/A,Invalid region fallback,100%
Diet Kashmiri Saag,region,North India,Pan Indian,N/A,Invalid region fallback,100%
Light Bamboo Shoot Curry,region,Northeast India,Pan Indian,N/A,Invalid region fallback,100%
Authentic Sweet Potato Chaat,region,All India,Pan Indian,N/A,Invalid region fallback,100%
Spicy Moringa Soup,region,All India,Pan Indian,N/A,Invalid region fallback,100%
Spicy Millet Bhel,region,All India,Pan Indian,N/A,Invalid region fallback,100%
Authentic Beetroot Poriyal,region,South India,Pan Indian,N/A,Invalid region fallback,100%
Light Sorse Ilish (Light),region,East India,Pan Indian,N/A,Invalid region fallback,100%
Authentic Kadalai Mittai,region,All India,Pan Indian,N/A,Invalid region fallback,100%
Brown Rice Pongal,region,South India,Pan Indian,N/A,Invalid region fallback,100%
Farm Fresh Sprouted Moong Salad,region,All India,Pan Indian,N/A,Invalid region fallback,100%
Diet Tandoori Fish,region,North India,Pan Indian,N/A,Invalid region fallback,100%
Light Millet Bhel,region,All India,Pan Indian,N/A,Invalid region fallback,100%
Diet Paneer Tikka (Air Fried),region,South India,Pan Indian,N/A,Invalid region fallback,100%
Farm Fresh Moringa Soup,region,All India,Pan Indian,N/A,Invalid region fallback,100%
Authentic Jowar Roti,region,All India,Pan Indian,N/A,Invalid region fallback,100%
Light Grilled Basa,region,All India,Pan Indian,N/A,Invalid region fallback,100%
Kerala Red Rice,region,All India,Pan Indian,N/A,Invalid region fallback,100%
Spicy Bamboo Shoot Curry,region,Northeast India,Pan Indian,N/A,Invalid region fallback,100%
Diet Oats Chilla,region,All India,Pan Indian,N/A,Invalid region fallback,100%
Spicy Dalma,region,East India,Pan Indian,N/A,Invalid region fallback,100%
Light Kambu Koozh,region,South India,Pan Indian,N/A,Invalid region fallback,100%
Spicy Bitter Gourd Fry (Air Fried),region,All India,Pan Indian,N/A,Invalid region fallback,100%
Authentic Grilled Basa,region,All India,Pan Indian,N/A,Invalid region fallback,100%
Authentic Soya Chunks Pulao,region,All India,Pan Indian,N/A,Invalid region fallback,100%
Spicy Lauki Dal,region,All India,Pan Indian,N/A,Invalid region fallback,100%
Light Roasted Chana,region,All India,Pan Indian,N/A,Invalid region fallback,100%
Light Meen Moilee (Healthy),region,South India,Pan Indian,N/A,Invalid region fallback,100%
Light Paneer Tikka (Air Fried),region,South India,Pan Indian,N/A,Invalid region fallback,100%
Light Pesarattu,region,South India,Pan Indian,N/A,Invalid region fallback,100%
Farm Fresh Soya Chunks Pulao,region,All India,Pan Indian,N/A,Invalid region fallback,100%
Diet Quinoa Khichdi,region,All India,Pan Indian,N/A,Invalid region fallback,100%
Farm Fresh Pesarattu,region,South India,Pan Indian,N/A,Invalid region fallback,100%
Light Kadalai Mittai,region,All India,Pan Indian,N/A,Invalid region fallback,100%
Farm Fresh Bitter Gourd Fry (Air Fried),region,All India,Pan Indian,N/A,Invalid region fallback,100%
Light Dalma,region,East India,Pan Indian,N/A,Invalid region fallback,100%
Authentic Paneer Tikka (Air Fried),region,South India,Pan Indian,N/A,Invalid region fallback,100%
Spicy Tori Sabzi,region,All India,Pan Indian,N/A,Invalid region fallback,100%
Authentic Sorse Ilish (Light),region,East India,Pan Indian,N/A,Invalid region fallback,100%
Light Neer Dosa,region,South India,Pan Indian,N/A,Invalid region fallback,100%
Farm Fresh Millet Bhel,region,All India,Pan Indian,N/A,Invalid region fallback,100%
Diet Oats Paniyaram,region,South India,Pan Indian,N/A,Invalid region fallback,100%
Authentic Bitter Gourd Fry (Air Fried),region,All India,Pan Indian,N/A,Invalid region fallback,100%
Farm Fresh Thukpa (Chicken),region,Northeast India,Pan Indian,N/A,Invalid region fallback,100%
Spicy Sprouted Moong Salad,region,All India,Pan Indian,N/A,Invalid region fallback,100%
Farm Fresh Rajma Galouti Kebab (Baked),region,North India,Pan Indian,N/A,Invalid region fallback,100%
Light Bisi Bele Bath (Brown Rice),region,All India,Pan Indian,N/A,Invalid region fallback,100%
Spicy Roasted Chana,region,All India,Pan Indian,N/A,Invalid region fallback,100%
Farm Fresh Sorse Ilish (Light),region,East India,Pan Indian,N/A,Invalid region fallback,100%
Spicy Kashmiri Saag,region,North India,Pan Indian,N/A,Invalid region fallback,100%
Authentic Bajra Khichdi,region,All India,Pan Indian,N/A,Invalid region fallback,100%
Spicy Bisi Bele Bath (Brown Rice),region,All India,Pan Indian,N/A,Invalid region fallback,100%
Light Kashmiri Saag,region,North India,Pan Indian,N/A,Invalid region fallback,100%
Light Moringa Soup,region,All India,Pan Indian,N/A,Invalid region fallback,100%
Farm Fresh Beetroot Poriyal,region,South India,Pan Indian,N/A,Invalid region fallback,100%
Diet Ragi Mudde,region,All India,Pan Indian,N/A,Invalid region fallback,100%
Light Sprouted Moong Salad,region,All India,Pan Indian,N/A,Invalid region fallback,100%
Farm Fresh Eromba,region,Northeast India,Pan Indian,N/A,Invalid region fallback,100%
Light Brown Rice Pongal,region,South India,Pan Indian,N/A,Invalid region fallback,100%
Light Ragi Mudde,region,All India,Pan Indian,N/A,Invalid region fallback,100%
Diet Peanut Sundal,region,All India,Pan Indian,N/A,Invalid region fallback,100%
Authentic Boiled Egg Salad,region,All India,Pan Indian,N/A,Invalid region fallback,100%
Diet Adai,region,South India,Pan Indian,N/A,Invalid region fallback,100%
Light Eromba,region,Northeast India,Pan Indian,N/A,Invalid region fallback,100%
Authentic Ridge Gourd Chutney,region,All India,Pan Indian,N/A,Invalid region fallback,100%
Light Soya Chunks Pulao,region,All India,Pan Indian,N/A,Invalid region fallback,100%
Authentic Adai,region,South India,Pan Indian,N/A,Invalid region fallback,100%
Light Sweet Potato Chaat,region,All India,Pan Indian,N/A,Invalid region fallback,100%
Spicy Brown Rice Pongal,region,South India,Pan Indian,N/A,Invalid region fallback,100%
Farm Fresh Grilled Basa,region,All India,Pan Indian,N/A,Invalid region fallback,100%
Farm Fresh Lauki Dal,region,All India,Pan Indian,N/A,Invalid region fallback,100%
Spicy Chicken Stew (Kerala Style),region,All India,Pan Indian,N/A,Invalid region fallback,100%
Light Tandoori Prawns,region,North India,Pan Indian,N/A,Invalid region fallback,100%
Spicy Makhana Sabzi,region,North India,Pan Indian,N/A,Invalid region fallback,100%
Authentic Meen Moilee (Healthy),region,South India,Pan Indian,N/A,Invalid region fallback,100%
Light Kerala Red Rice,region,All India,Pan Indian,N/A,Invalid region fallback,100%
Authentic Quinoa Khichdi,region,All India,Pan Indian,N/A,Invalid region fallback,100%
Spicy Rajma Galouti Kebab (Baked),region,North India,Pan Indian,N/A,Invalid region fallback,100%
Spicy Neer Dosa,region,South India,Pan Indian,N/A,Invalid region fallback,100%
Spicy Tandoori Fish,region,North India,Pan Indian,N/A,Invalid region fallback,100%
Diet Kambu Koozh,region,South India,Pan Indian,N/A,Invalid region fallback,100%
Authentic Bamboo Shoot Curry,region,Northeast India,Pan Indian,N/A,Invalid region fallback,100%
Authentic Oats Paniyaram,region,South India,Pan Indian,N/A,Invalid region fallback,100%
Spicy Chicken Chettinad (Low Oil),region,South India,Pan Indian,N/A,Invalid region fallback,100%
Diet Makhana Sabzi,region,North India,Pan Indian,N/A,Invalid region fallback,100%
Diet Tandoori Prawns,region,North India,Pan Indian,N/A,Invalid region fallback,100%
Light Peanut Sundal,region,All India,Pan Indian,N/A,Invalid region fallback,100%
Farm Fresh Ridge Gourd Chutney,region,All India,Pan Indian,N/A,Invalid region fallback,100%
Farm Fresh Tandoori Prawns,region,North India,Pan Indian,N/A,Invalid region fallback,100%
Authentic Makhana Sabzi,region,North India,Pan Indian,N/A,Invalid region fallback,100%
Spicy Sweet Potato Chaat,region,All India,Pan Indian,N/A,Invalid region fallback,100%
Farm Fresh Tandoori Fish,region,North India,Pan Indian,N/A,Invalid region fallback,100%
Light Thukpa (Chicken),region,Northeast India,Pan Indian,N/A,Invalid region fallback,100%
Authentic Kambu Koozh,region,South India,Pan Indian,N/A,Invalid region fallback,100%
Farm Fresh Peanut Sundal,region,All India,Pan Indian,N/A,Invalid region fallback,100%
Light Lauki Dal,region,All India,Pan Indian,N/A,Invalid region fallback,100%
Authentic Machher Jhol (Less Oil),region,East India,Pan Indian,N/A,Invalid region fallback,100%
Fettuccine With Spinach Sauce,serving_size_g,150.0,15,N/A,Realistic condiment/spice serving size,100%
Fettuccine With Spinach Sauce,serving_size_g,150.0,15.0,N/A,Scaled to 15g,100%
Fettuccine With Spinach Sauce,calories_kcal,193.0,19.3,N/A,Scaled to 15g,100%
Fettuccine With Spinach Sauce,protein_g,4.6,0.46,N/A,Scaled to 15g,100%
Fettuccine With Spinach Sauce,carbohydrates_g,18.3,1.83,N/A,Scaled to 15g,100%
Fettuccine With Spinach Sauce,fat_g,11.7,1.17,N/A,Scaled to 15g,100%
Fettuccine With Spinach Sauce,fiber_g,2.8,0.28,N/A,Scaled to 15g,100%
Fettuccine With Spinach Sauce,sugar_g,3.5,0.35,N/A,Scaled to 15g,100%
Masala Dosa,serving_size_g,150.0,10,N/A,Realistic condiment/spice serving size,100%
Masala Dosa,serving_size_g,150.0,10.0,N/A,Scaled to 10g,100%
Masala Dosa,calories_kcal,411.0,27.4,N/A,Scaled to 10g,100%
Masala Dosa,protein_g,8.2,0.55,N/A,Scaled to 10g,100%
Masala Dosa,carbohydrates_g,48.9,3.26,N/A,Scaled to 10g,100%
Masala Dosa,fat_g,19.6,1.31,N/A,Scaled to 10g,100%
Masala Dosa,fiber_g,12.3,0.82,N/A,Scaled to 10g,100%
Masala Dosa,sugar_g,3.9,0.26,N/A,Scaled to 10g,100%
Baked Brinjal In Tomato Sauce,serving_size_g,150.0,15,N/A,Realistic condiment/spice serving size,100%
Baked Brinjal In Tomato Sauce,serving_size_g,150.0,15.0,N/A,Scaled to 15g,100%
Baked Brinjal In Tomato Sauce,calories_kcal,115.0,11.5,N/A,Scaled to 15g,100%
Baked Brinjal In Tomato Sauce,protein_g,4.7,0.47,N/A,Scaled to 15g,100%
Baked Brinjal In Tomato Sauce,carbohydrates_g,12.4,1.24,N/A,Scaled to 15g,100%
Baked Brinjal In Tomato Sauce,fat_g,4.9,0.49,N/A,Scaled to 15g,100%
Baked Brinjal In Tomato Sauce,fiber_g,2.0,0.2,N/A,Scaled to 15g,100%
Baked Brinjal In Tomato Sauce,sugar_g,1.1,0.11,N/A,Scaled to 15g,100%
Paneer In Butter Sauce,serving_size_g,150.0,15,N/A,Realistic condiment/spice serving size,100%
Paneer In Butter Sauce,serving_size_g,150.0,15.0,N/A,Scaled to 15g,100%
Paneer In Butter Sauce,calories_kcal,218.0,21.8,N/A,Scaled to 15g,100%
Paneer In Butter Sauce,protein_g,10.5,1.05,N/A,Scaled to 15g,100%
Paneer In Butter Sauce,carbohydrates_g,14.6,1.46,N/A,Scaled to 15g,100%
Paneer In Butter Sauce,fat_g,13.2,1.32,N/A,Scaled to 15g,100%
Paneer In Butter Sauce,fiber_g,3.1,0.31,N/A,Scaled to 15g,100%
Paneer In Butter Sauce,sugar_g,1.1,0.11,N/A,Scaled to 15g,100%
Mixed Vegetable Salad With Curd Sauce,serving_size_g,150.0,15,N/A,Realistic condiment/spice serving size,100%
Mixed Vegetable Salad With Curd Sauce,serving_size_g,150.0,15.0,N/A,Scaled to 15g,100%
Mixed Vegetable Salad With Curd Sauce,calories_kcal,90.0,9.0,N/A,Scaled to 15g,100%
Mixed Vegetable Salad With Curd Sauce,protein_g,6.3,0.63,N/A,Scaled to 15g,100%
Mixed Vegetable Salad With Curd Sauce,carbohydrates_g,10.5,1.05,N/A,Scaled to 15g,100%
Mixed Vegetable Salad With Curd Sauce,fat_g,2.2,0.22,N/A,Scaled to 15g,100%
Mixed Vegetable Salad With Curd Sauce,fiber_g,1.6,0.16,N/A,Scaled to 15g,100%
Mixed Vegetable Salad With Curd Sauce,sugar_g,0.6,0.06,N/A,Scaled to 15g,100%
Saunth/Sonth Chutney With Tamarind/Imli,serving_size_g,150.0,30,N/A,Realistic condiment/spice serving size,100%
Saunth/Sonth Chutney With Tamarind/Imli,serving_size_g,150.0,30.0,N/A,Scaled to 30g,100%
Saunth/Sonth Chutney With Tamarind/Imli,calories_kcal,212.0,42.4,N/A,Scaled to 30g,100%
Saunth/Sonth Chutney With Tamarind/Imli,protein_g,1.5,0.3,N/A,Scaled to 30g,100%
Saunth/Sonth Chutney With Tamarind/Imli,carbohydrates_g,50.3,10.06,N/A,Scaled to 30g,100%
Saunth/Sonth Chutney With Tamarind/Imli,fat_g,0.2,0.04,N/A,Scaled to 30g,100%
Saunth/Sonth Chutney With Tamarind/Imli,fiber_g,12.2,2.44,N/A,Scaled to 30g,100%
Saunth/Sonth Chutney With Tamarind/Imli,sugar_g,3.4,0.68,N/A,Scaled to 30g,100%
Dry Mango Chutney (Sookhe Aam Ki Chutney),serving_size_g,150.0,30,N/A,Realistic condiment/spice serving size,100%
Dry Mango Chutney (Sookhe Aam Ki Chutney),serving_size_g,150.0,30.0,N/A,Scaled to 30g,100%
Dry Mango Chutney (Sookhe Aam Ki Chutney),calories_kcal,607.0,121.4,N/A,Scaled to 30g,100%
Dry Mango Chutney (Sookhe Aam Ki Chutney),protein_g,5.06,1.01,N/A,Scaled to 30g,100%
Dry Mango Chutney (Sookhe Aam Ki Chutney),carbohydrates_g,143.45,28.69,N/A,Scaled to 30g,100%
Dry Mango Chutney (Sookhe Aam Ki Chutney),fat_g,1.49,0.3,N/A,Scaled to 30g,100%
Dry Mango Chutney (Sookhe Aam Ki Chutney),fiber_g,50.9,10.18,N/A,Scaled to 30g,100%
Dry Mango Chutney (Sookhe Aam Ki Chutney),sugar_g,16.2,3.24,N/A,Scaled to 30g,100%
